id,price
0,14925.738763038735
1,16081.118065913219
2,1004.6137229649435
3,457.4483804416439
4,3574.5293276921884
5,1872.6674715046915
6,859.7035112411445
7,4940.836124966004
8,682.7942709418468
9,4233.406944444445
10,8468.7046610752
11,3864.1485692926767
12,493.11806192556185
13,967.1142112971572
14,4236.114190514841
15,7733.814656084656
16,2125.7926614184316
17,1894.0829868591436
18,2290.366941866583
19,16844.14047479523
20,5033.810128375018
21,5307.73101100056
22,7259.185385225887
23,1058.7071332474086
24,1298.562410446049
25,874.1801905467547
26,2760.1236834040637
27,625.6274142438274
28,1796.8472803842692
29,5005.716224775244
30,4473.06318255804
31,908.5099636893794
32,5745.623695452948
33,882.5947308022576
34,3546.854964922488
35,580.8810197128461
36,621.7400459133015
37,2055.4675930766957
38,3022.8208306356955
39,517.298078234897
40,937.2936075959693
41,4630.436172912503
42,2874.8971633830993
43,6524.273363550029
44,4077.971689995389
45,3313.1506378993017
46,6786.131666666667
47,1898.4007670057954
48,11648.629444444445
49,623.7477676745774
50,2074.2470680918354
51,706.4102430426808
52,8481.908992474502
53,3259.775940913982
54,9974.419929439873
55,6818.224198469541
56,698.4556925990223
57,731.7594592479422
58,4993.767889197871
59,6609.92628382741
60,3968.1378798117366
61,817.1820466922655
62,16551.63286520467
63,10731.272722425723
64,2890.1171794853985
65,6311.3120515873015
66,957.7379687567684
67,1898.505369433715
68,9092.142246352414
69,988.5096595443337
70,3790.106932912187
71,536.6603726856921
72,1191.5815719653933
73,969.7727265940688
74,3818.4676359536384
75,2677.3242538997765
76,1397.8319714650504
77,1880.724082569919
78,4003.5865278178603
79,5794.239678022034
80,672.0380805070024
81,1105.1587051640552
82,1311.2387779678943
83,1258.18159583944
84,5055.97897865264
85,740.2104327149088
86,679.1458066224278
87,2204.4901367266384
88,2901.5274206769
89,11569.58888888889
90,1651.8444979459407
91,570.721588712959
92,452.7269217688557
93,508.91900764555197
94,3738.5739193349973
95,14396.547301587303
96,730.8962208677295
97,1845.728639320104
98,415.4427155781394
99,2361.655106787126
100,634.5386520751674
101,513.9293051146385
